[마감시황]코스피  美 증시 대폭락에도 1960선 회복 외국인 9863억원 매도, 코로나19(신종 코로나바이러스 감염증) 사태 뿐 아니라 사우디아라비아의 전격 증산이 불러온 유가 폭락이 증시 패닉의 도화선이 된 것으로 보인다. 그럼에도 이날 코스피지수는 상승했다. 이는 사흘 만에  
[카드뉴스] 코로나19 자가격리앱 궁금증 해결!, 
구로 콜센터 확진자 64명으로 늘어 사태 중대 고비될 듯, 발생한 코로나19 집단 감염으로 빌딩 외부에 설치된 선별진료소 앞에서 입주자들이 검진을 받기 위해 줄지어 서있다. [사진=연합뉴스] 서울 구로구 신도림동 코리아빌딩 내 콜센터에서 발생한 코로나19 확진환자가  
 코로나 19 극복 농업인들도 팔 걷어 붙였다 ,  코로나 19 극복 농업인들도 팔 걷어 붙였다  함평 농업인단체  면 마스크 자체 제작  돌입  담양군 거주 자원봉사자들 마스크 5천개 제작 코로나19 전국 확산으로 연일  마스크 대란 이 벌어지고 있는 가운데 지역  
천안  코로나19 극복위한 지역경제 활성화 대책 추진, 충남 천안시는 10일 코로나19 극복을 위한 긴급 지역경제 활성화 대책을 마련해 추진한다고 밝혔다. 주  지역상권 활력대책으로 코로나 확진자 방문업소 방역을 완료하고 바이러스 안전구역임을 인증  홍보물(배너)  
충남경찰 마스크 유통질서 확립에 총력 대응, 충남지방경찰청은 지난달 28일부터 지능범죄수사대와 각 경찰서 지능팀 등 총 116명을 코로나 19 마스크 특별단속팀을 편성  운영해 마스크 매점매석 행위 및 유통질서 교란행위를 한 유통업자 등 22명  15건을 적발  
안성시 첫 코로나 확진자 이동경로 발표, 기호일보  KIHOILBO 안성시는 관내에서는 지난 8일 첫 코로나19 확진자가 나오면서 비상대책위원회를 개최하는 등 방역 비상체제로 전환하고  확진자 이동경로를 발표했다. 안성시는 지난 1월 국내에서 코로나19가 첫  
순천향대 중앙의료원   코로나 충남대구1 치료센터 에 인력 파견, 코로나19 충남대구1 생활치료센터(천안 우정공무원교육원) 에 의료 인력을 지원해 순천향의  인간사랑  정신을 실천하고 있다고 10일 밝혔다. 생활치료센터는 대구·경북 지역의 병상 부족을 해결하기 위해 코로나 경증  
창녕중학교 41회 동기회  코로나19 마스크 구입비 성금 기탁, 10일 경남 창녕중학교 41회 동기회(회장 성원호)는 창녕군청을 방문해 코로나19 극복을 위한 마스크 구입비 100만원을 기탁하고 있다.(사진제공=창녕군청)
경산시에 시민  단체  기업 성금과 물품 기탁 어어져, 경산시에 코로나19 확산 방지에 힘을 보태려는 시민  단체  기업들의 성금과 물품 기탁이 이어지고  경산시는 기탁 받은 물품은 코로나19 종식을 위해 힘쓰는 선별진료소(중앙병원  세명병원  보건소)와  
이천시  코로나 STOP  캠페인 진행, 경기 이천시는 10일 코로나19 극복을 위한 캠페인  코로나 스톱(STOP) 을 진행한다고 밝혔다. 이 캠페인은 31일까지 나만의 코로나19 예방수칙을 인스타그램 및 캠페인링크 댓글에 공유하는 캠페인이다. 먼저 코로나19  
효성ITX 분기배당제 등 주주환원 속도 낸다 연 4회 배당, 올해는 신종 코로나 바이러스 확산 등 외부 요인에도 주주들이 주주권을 행사할 수 있도록 전자투표제 이용 매뉴얼 책자를 별도 제작해 위임장과 함께 배포했다. 남경환 대표이사는 이번 발표에 대해  효성ITX의  
삼성·애플   코로나19 로 스마트폰 생산차질 불가피, -코로나19로 인한 생산 차질 여파 현실화 -기존 제품 공급 부족  신제품 출시 지연 -코로나19 감염 확진자 발생으로 생산라인 폐쇄 수차례 반복 [FETV=송은정 기자]코로나19 사태 장기화로 삼성전자와 애플 등글로벌  
국립보건연구원  코로나19  치료제  개발 연구 본격화, 질병관리본부 국립보건연구원은 코로나19 대응 연구를 위해 항체 치료제 개발에 필수적인 코로나19 항체 탐지용 단백질 제작에 성공했다고 10일 밝혔다. 이번 항체 탐지용 단백질 제작을 통해 회복기 환자 혈액에  
코로나를 피하는 홈스쿨링  플레이탱고에 관심 몰려, 최근 코로나 바이러스로 인하여 외출을 자제하는 경우가 늘어나면서 학원에 아이를 보내기를 꺼려하는 학부모들이 증가하고 있다. 홈스쿨링에 대한 관심이 커지고 있으나 유아홈스쿨링을 실제로 진행하는 것은 쉽지 않은  
 글로벌 펜데믹 최소 6월까지 지속 , 中 중난산 연구진  로봇 검체 채취 기술 개발 중국에서 코로나19 확산세가 다소 진정국면에 접어드는 반면 전 세계적으로 코로나19 확진자가 기하급수적으로 늘고 있다. 이 같은 현상에 대해 중난산(钟南山)중국 공정원  
의안과 앞에 놓인 코로나 추경 자료, = 10일 오후 서울 여의도 국회 의안과 앞에 2020년도 제1회 추가경정예산안(코로나 추경) 자료가 놓여 있다. 국회는 이번주부터 코로나19 대응을 위한 11조 7000억원 규모의 추경안을 논의하고 있다. 2020.3.10/뉴스1
자인메디병원  보건복지부로부터  국민안심병원  지정, 코로나19에 대한 불안감을 덜고  안심 진료를 받을 수 있도록 하기 위해 보건복지부가 척추 관절 재활 특화 의료법인 자인의료재단 자인메디병원(이사장 류은경  병원장 김병헌)을  국민안심병원 으로 지정했다. 코로나19  
4ㆍ15 총선 천안갑 더불어민주당 전종한 예비후보 출입국시설 코로나19 항체진 , 출입국시설에 코로나19 항체 자가진단 키트를 공급하자 고 주장했다. 전 예비후보는 이날 입장문을 통해  국내 다수의 제약회사에서 10분만에 코로나19 진단이 가능한 항체자가진단 키트를 개발해내 상용화를 앞두고 있다  
안성시  어린이집 휴원 연장따라 긴급보육 모니터링 실시, 기호일보  KIHOILBO 안성시는 코로나19 확산에 따른 어린이집 휴원 연장으로 맞벌이 등으로 가정양육이 어려운 영유아들이 어린이집에 등원할 수 있도록 당번 교사를 배치하는 등의 긴급보육에 대한 모니터링을  
함양군  코로나19 군청사 유입 차단 자체방역 활동, 9일 함양군청 코로나19 방역활동 모습.(사진제공=함양군청)			경남 함양군이 9일 코로나19의 유입 차단을 위해 군청사 전반에 대해 자체 방역활동을 펼쳤다.이날 방역은 최근 추진되고 있는 코로나19 방역대책을 보다  
신천지  성도 혐오와 비난 멈춰달라 , 신천지는 10일 문자메시지를 통해 이날 현재까지 신종 코로나 바이러스 감염증(코로나19) 사태 이후 양성판정을 받고 숨진 성도가 5명  핍박으로 인한 사망자가 2명으로 총 7명으로 늘어났다고 밝혔다. 신천지에 따르면  
함양군   친환경장기인증농가 지원사업  신청기간 1개월 연장, 함양군청 전경./아시아뉴스통신DB			경남 함양군은 코로나19의 영향으로  친환경 장기인증농가 지원사업  신청자를 오는 4월30일까지 연장 접수한다고 밝혔다.이는 코로나19가 지역사회로 확산돼 사업 신청에  
천안  서북구청 민원실 투명 가림막 설치, 충남 천안시 서북구청은 코로나19 확산 방지를 위한 민원실 투명 가림막을 설치했다. 업무 특성 상 민원인을 직접 대면할 수밖에 없는 민원창구 직원과 민원인 간의 접촉을 최소화해 상호 감염을 예방하고 확산을 방지하기  
사무금융노조  에이스손보  콜센터 코로나19 집단감염에 도급업체와 책임져야 ,  서울 구로구 신림동 소재 에이스손해보험 콜센터에서 신종 코로나 바이러스 감염증(코로나19) 확진자가 대거 발생하면서 노조가 콜센터 노동자에 대한 건강 보장을 촉구했다. 민주노총 서비스일반노조 콜센터지부는 10일  
창원시   코로나19 로 침체된 지역식당 이용 발벗고 나서, 직원들과 코로나19 확진자 방문업소로 공개되면서 어려움을 겪고 있는 한 식당에서 식사를 함께하고 손피켓을 들어 보이며 응원하고 있다.(사진제공=창원시청)			경남 창원시(시장 허성무)가 코로나19 극복을 위한  
봄철  산불대응  열기에 코로나19 주춤, 산림청  동해안 산불 기관 코로나19 및 산불대응 태세에 만전 산림청(청장 박종호)은 10일 전국이 코로나19로 초비상인 가운데 동해안 지역 산불대응기관의 산불대응 태세를 점검했다고 10일 밝혔다. 이날 최병암 산림청  
보훈복지의료공단 대구보훈병원  첫 번째 코로나19 완치 판정 치료 위해 총 , 한국보훈복지의료공단(이사장 양봉민)은 코로나19 전담병원으로 지정된 대구보훈병원(병원장 조영래)이 확진 환자 치료를 위해 총력을 기울이고 있다고 10일 밝혔다. 대구보훈병원은 코로나19 발생 당시부터 비상체계로  
신용현 하남시 주민자치위 연합회장  코로나 19 예방 소독약품 전달, 기호일보  KIHOILBO 하남시 주민자치위원연합회 신용현 연합회장을 비롯해 위원들은 지난 9일 하남시를 방문  코로나 19 예방을 위한 소독약품(200만 원 상당) 등을 하남시에 전달했다. 신용현 연합회장은  코로나 19  
전남도의회  코로나19 위기 극복 위한 헌혈 동참, 전라남도의회(의장 이용재)는 10일 코로나19 대응 비상대책 일환으로 도의회 앞 주차장에서 도의원과 의회사무처 직원들이 참여하는 단체 헌혈 행사를 가졌다. 이날 헌혈 행사는 코로나19 확산으로 인해 부족한 국가적  
함양군  코로나19 확산 방지  식목일 기념행사  연기, 함양군청 전경./아시아뉴스통신DB			경남 함양군은 코로나19 확산을 방지하고  지역사회 유입을 차단하기  함양군 관계자는  코로나19의 유입을 방지하고 군민들의 생명과 안전을 위해 행사를 불가피하게  
부광약품 항바이러스치료제  레보비르  코로나19 치료제  가능성 , 부광약품의 항바이러스제가 현재 코로나19 치료제로 사용되는 에이즈 치료제인 칼레트라와 유사한 치료  vitro)에서 코로나19 치료에 사용중인 칼레트라와 비슷한 결과를 보였다고 밝혔다. 부광약품은 이 부분에 대한  
정우택 예비후보  시민들에게 전통시장 이용 호소, 코로나 사태로 어려움을 겪고 있는 전통시장 방문 ［특별취재팀 장병갑 기자］ 미래통합당 정우택 청주 흥덕선거구 예비후보가 최근 코로나19 사태로 어려움을 겪고 있는 소상공인을 비롯한 전통시장을 애용을 호소했다 . 
강화군  카카오톡 채널통해 코로나 정보 등 온라인 소통 강화, 기호일보  KIHOILBO 강화군은 카카오톡 채널을 통한 신속하고 정확한 코로나19 대응 정보제공으로 군민들로부터 큰 호응을 얻고 있다. 군은 카카오톡 채널을 이용해 코로나19와 관련된 유언비어나 가짜뉴스에 실시간으로  
[사설] 거덜나는 나라 곳간 복지지출 재조정 특단 대책 필요하다, 더구나 신종 코로나바이러스(코로나19)의 본격 확산이 반영되지 않은 수치라 향후 나라 곳간 사정이 더욱 악화될 것이 불 보듯 뻔해 보인다. 게다가  코로나 추가경정예산(추경)  까지 편성한 만큼 재정 상황은 더  
김선태 대전국토청장  건설현장 코로나19·미세먼지 대책 점검, 청장이 코로나19 예방활동 및 미세먼지 저감 대책 이행실태 확인을 위해 천안시 국도대체우회도로(서북~성거) 공사현장을 특별 점검했다고 밝혔다.이날 김선태 청장은  건설현장 근로자들의 코로나19 예방 및 확산  
장석웅 전남도교육감  헌신과 관심  연대로 위기 극복 , 전라남도교육청(교육감 장석웅)이 코로나19 확산 여파로 2020학년도 새학기 개학이 3주 연기됨에 따른 분야 별 학생 지원 대책을 마련해 적극 추진한다. 장석웅 교육감은 10일 기자실에서 언론 브리핑을 갖고 코로나19로  
우리은행  대구·경북 지역 대출 신청 시 2일 내 심사 결과 통보, 우리은행은 코로나19 확산으로 경영상 어려움을 겪고 있는 대구·경북권 개인사업자와 중소기업을 대상으로  코로나19 확진 판정이나 자가격리 등으로 영업점 방문이 어려운 개인사업자와 개인 고객은 영업점과의 전화  
Sh수협은행  경상북도에 코로나19 극복 위해 성금 기탁, Sh수협은행이 10일  수협중앙회와 함께 경상북도에 2억원을 지원하며 코로나19 감염증 극복을 위해 힘을  수협은행은 지난 2일부터 수협중앙회와 함께 대구·경북지역  코로나19  피해 지원을 위해 모금한 성금과  
장기화되는 코로나19에 작은 기부 이어져, 동문동주민센터 직원들이 휴대용 소독 스프레이 60개를 만들고 있다 코로나19가 장기화되면서 전 국민적  만든 소독 스프레이는 60개로 코로나19로 위축된 지역상가에 전달됐다. 조영화 동문동장은  코로나19를 함께  
 슬기로운 의사생활  신원호x5인방  첫방 12%·한국의  프렌즈 ·시즌10 향해 , 10일 오후 2시  tvN 목요스페셜  슬기로운 의사생활  제작발표회가 코로나19 여파로 온라인 생중계됐다. 신원호 감독을 비롯해 조정석  유연석  전미도  정경호  김대명이 출연해 온라인으로 취재진을 만났다.  응답하라   
유럽중앙은행서 코로나19 확진자 나와, 독일 프랑크푸르트 주에 있는 유럽중앙은행(ECB)의 직원이 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다고 9일(현지시간) ECB가 발표했다. 사진은 프랑크푸르트에 위치한 ECB 건물. 2020.3.10. 공감언론  
유동근♥전인화 부부  코로나19 성금 1억원 기부 [공식], 배우 유동근·전인화 부부가 신종 코로나바이러스 감염증(코로나19) 성금 1억원을 기부했다. 유동근·전인화 부부는 10일 사랑의 열매 사회복지공동모금회 대구 지부에 성금 1억원을 기탁했다. 대구 내 저소득 계층의  
코로나19 확산에  직장인 절반 이상  경조사 참석 않는다 ,  코로나19  확산의 영향으로 최근 경조사에 참석하지 않는 직장인들이 많은 것으로 나타났다. 잡코리아와  1%에 달해 최근 코로나19 확산의 여파가 경조사 불참 분위기로 이어지고 있는 것으로 나타났다. 반면  
경륜경정총괄본부  코로나19 고통 분담 위해 착한 임대료 면제, 국민체육진흥공단 경륜경정총괄본부는 코로나19의 확산으로 어려움을 겪고 있는 임대 사업자의 고통을 분담하기 위해 20개 입점업체의 임대료를 한 달간 면제해 주기로 했다. 경륜경정총괄본부 관계자는  코로나19로  
우한 의료진  사랑합니다 , 중국 후베이성 우한의 홍산 체육관에 마련된 코로나 19 임시병원에서 9일 한 의료진이 손가락을 모아 하트모양을 만들어 보이고 있다. 우한 시는 코로나 19 신규 사망자와 확진자가 크게 줄어들면서  남아있는 2곳의  
순천시  소상공인연합회·상인회와 코로나19 극복 위한 업무 협약 체결, 내외뉴스통신  NBNNEWS ▲순천시는 지난 9일 소상공인연합회·상인회와 코로나19 극복을 위한 업무협약을 체결했다.(사진제공=순천시) 전남 순천시는 코로나19 확산으로 인한 경제활동과 소비심리 위축으로 어려움을 겪고  
베이징 국제영화제  코로나19 확산 여파로 연기, 베이징국제영화제가 신종 코로나바이러스 감염증(코로나19) 확산 여파로 연기했다. 베이징국제영화제는 최근 공식홈페이지를 통해 제10회 베이징국제영화제 개최 연기 사실을 알렸다. 당초 베이징국제영화제는 오는  
전북 정읍서  능동감시  받던 신천지 여신도 투신 사망, 신종 코로나바이러스 감염증(코로나19) 능동감시를 받고 있던 40대 신천지예수교회 여성 신도가 아파트에서 추락해 사망했다. 지난 9일 오후 10시 36분께 전북 정읍시 수송동의 한 아파트 11층에서 A모(41·여) 씨가  
롯데백화점 노원점  긴급휴점  코로나19 확진자 방문 확인 , 코로나19(신종 코로나바이러스 감염증) 확진자가 방문한 사실이 확인된 때문이다. 롯데백화점 노원점은 이날 오전 10시40분부터 고객 퇴점을 진행해 오전 11시쯤 완전히 폐점했다. 폐점 후 한 차례 방역을 실시했으며  
코로나19發 온라인수요 승자는?, 신종 코로나바이러스 감염증(코로나19) 확산으로 오프라인 유통업계가 부진한 상황에서 온라인 주문은 폭증하고 있다. 코로나19 사태가 이커머스 채널에 기회로 작용할 것이란 전망도 있지만 업계는 그렇게 쉽게 볼  
[속보] 고양시   코로나19  11번째 확진자 발생···향동동 26세 여성, 내외뉴스통신  NBNNEWS 김경현 선임기자 = 고양시에 오늘(10일) 신종 코로나바이러스 감염증(코로나19) 11번째 확진환자가 발생했다. 확진자 A씨는 덕양구 향동동 DMC호반베르티움더포레 2단지에 거주하는 26세 여성이다 . 
 코로나19 의 시련 속에서도 피어오른 봄꽃  매화·수선화·붓꽃 , 3월도 중순을 향해 달리고 있다. 봄비에 한낮 기온이 18도를 웃도는 날도 있으니 이젠 완연한 봄이다. 부드러운 해풍과 따사로운 봄 햇살이 내리쬐는 남녘의 산하에는 요즘 꽃 사태가 한창이다. 훈풍이 휘감아 도는 서해안  
코로나19 환자라고 거짓말한 50대 택시승객 입건, 신종 코로나바이러스 감염증(코로나19) 확진자라는 거짓말로 택시 영업을 중단시킨 50대 남성이 경찰에 붙잡혔다. 10일 대구 남부경찰서는 위계에 의한 업무 방해 등 혐의로 A씨를 불구속 입건했다고 밝혔다. 경찰에  
코로나19 공포  경기침체 vs. 급반등, 교보증권은 당초 올해 주식시장이 확장국면을 보일 거라 기대했었지만  예상치 못한 악재  코로나19의  이에 코로나가 글로벌 주식시장의 패닉을 이끈 구조적 침체 요인으로 전환됐다고 해석했습니다. 특히 김형렬  
 보안업무  많은 외교부  코로나19는  SNS 단체방 서 소통, 신종 코로나바이러스 감염증(코로나19) 확산에 따른 각국의 입국 제한 조치가 잇따르자 외교부가 모바일 메신저  단체방 을 열고 내부 소통에 나섰다. 외교부 고위 당국자는 10일 기자들과 만나  코로나19 관련한 업무는  
  선을 넘는 녀석들  설민석 강사  1억 원 쾌척  [코로나19], 기부하며 코로나19 지원에 나섰다. 10일 설민석은  우리는 역사적으로 어려운 일이 있을 때마다 온 국민이  한편 기부금은 코로나19 피해 지역과 도움이 절실한 이웃들을 위해 쓰일 예정이다. iMBC 이호영 | 사진 MBC 제공
 문경시립노인전문간호센터  예방적 코호트 격리 시행, com 문경시립노인전문간호센터는 코로나19 확산 예방을 위해 지난 9일 자정을 기점으로 생활시설을  문경시관계자는  코로나19 예방을 위한 불가피한 선택이지만 입소어르신의 복지와 건강관리에 소홀함이 없도록  
홍남기  재난기본소득 지급 주장에  동의하기 어렵다 , 지난 8일 김경수 경남도지사는 8일 코로나19로 침체된 경기 활성화를 위해 모든 국민에게 재난기본소득 100만 원을 지급하자고 정부와 국회에 제안한 바 있다. 이재명 경기도지사와 박원순 서울지사도 비슷한 형태의  
 4명 감염 유발  신천지 광주 확진자  자가격리 위반 수사의뢰, 광주지역 코로나19 집단감염의 근원으로 지목되고 있는 신천지 광주 전도사 126번(광주 3번째) 확진자의 자가격리 수칙 위반 정황이 포착돼 광주시가 수사를 의뢰한다. 광주시는 코로나19 완치 판정을 받고 퇴원한  
추락하는 보험주 한화생명  PBR 바닥 찍었다, 당장의 금리 하락은 코로나19 확산에 따른 팬데믹(Pandemic·세계적 전염병 대유행) 우려로 해석되고 있다. 하지만 최근 미국 연방준비제도(Fed.연준)마저 기준금리를 0.5% 인하하는 등 국내 기준금리 및 국고채 금리는  
코로나19 막자니  마스크 입냄새로 고통, 최근 코로나19로 인해 실내에서도 마스크를 착용하는 것이 일상이 되었다. 더불어 따뜻한 날씨에 생기는 미세먼지를 막기 위해 실외에서도 마스크는 필수다. 마스크는 호흡기 감염을 막아주는 중요한 도구다. 하지만  
국립보건연구원  코로나19 치료제 개발 연구 본격화, 코로나19 항체 치료제 개발에 필수적인 항체 탐지용 단백질 제작에 성공했다고 10일 밝혔다. 항체 탐지용 단백질을 통해 회복기 환자 혈액에 존재하는 중화항체 생산 세포(B세포)를 특이적으로 검출할 수 있어 코로나19  
